,season,division,matchday,date,time,home_team,away_team,score
40352,2004-2005,2,3,9/12/04,,Recr. Huelva,Real Murcia,1:0
40353,2004-2005,2,3,9/12/04,,UE Lleida,Málaga B,2:1
40354,2004-2005,2,3,9/12/04,,UD Almería,Cádiz CF,0:1
40355,2004-2005,2,3,9/12/04,,Ciudad Murcia,Real Valladolid,2:2
40356,2004-2005,2,3,9/12/04,,Gimnàstic,Racing Ferrol,1:1
40357,2004-2005,2,4,9/19/04,,UD Salamanca,UE Lleida,0:1
40358,2004-2005,2,4,9/19/04,,Racing Ferrol,Sporting Gijón,0:0
40359,2004-2005,2,4,9/19/04,,Elche CF,Terrassa FC,1:0
40360,2004-2005,2,4,9/19/04,,Real Murcia,Alavés,1:5
40361,2004-2005,2,4,9/19/04,,Cádiz CF,Gimnàstic,2:1
40362,2004-2005,2,4,9/19/04,,Real Valladolid,Pontevedra,0:1
40363,2004-2005,2,4,9/19/04,,Málaga B,UD Almería,1:2
40364,2004-2005,2,4,9/19/04,,Poli Ejido,SD Eibar,4:1
40365,2004-2005,2,4,9/19/04,,CD Tenerife,Ciudad Murcia,1:0
40366,2004-2005,2,4,9/19/04,,Celta de Vigo,Recr. Huelva,1:1
40367,2004-2005,2,4,9/19/04,,Córdoba CF,Xerez CD,1:2
40368,2004-2005,2,5,9/26/04,,Alavés,Ciudad Murcia,1:1
40369,2004-2005,2,5,9/26/04,,Xerez CD,Elche CF,1:1
40370,2004-2005,2,5,9/26/04,,SD Eibar,Córdoba CF,1:0
40371,2004-2005,2,5,9/26/04,,Real Murcia,Celta de Vigo,1:1
40372,2004-2005,2,5,9/26/04,,Terrassa FC,Real Valladolid,2:1
40373,2004-2005,2,5,9/26/04,,Sporting Gijón,Cádiz CF,0:0
40374,2004-2005,2,5,9/26/04,,Recr. Huelva,Racing Ferrol,0:1
40375,2004-2005,2,5,9/26/04,,UE Lleida,Poli Ejido,0:1
40376,2004-2005,2,5,9/26/04,,UD Almería,UD Salamanca,0:1
40377,2004-2005,2,5,9/26/04,,Gimnàstic,Málaga B,0:2
40378,2004-2005,2,5,9/26/04,,Pontevedra,CD Tenerife,1:1
40379,2004-2005,2,6,10/2/04,6:30 PM,Celta de Vigo,Alavés,2:2
40380,2004-2005,2,6,10/2/04,6:30 PM,Córdoba CF,UE Lleida,0:1
40381,2004-2005,2,6,10/3/04,,Elche CF,SD Eibar,1:0
40382,2004-2005,2,6,10/3/04,,Ciudad Murcia,Pontevedra,2:3
40383,2004-2005,2,6,10/3/04,12:00 PM,Cádiz CF,Recr. Huelva,0:0
40384,2004-2005,2,6,10/3/04,5:00 PM,Real Valladolid,Xerez CD,1:1
40385,2004-2005,2,6,10/3/04,6:00 PM,UD Salamanca,Gimnàstic,0:1
40386,2004-2005,2,6,10/3/04,6:00 PM,Racing Ferrol,Real Murcia,3:1
40387,2004-2005,2,6,10/3/04,6:00 PM,Poli Ejido,UD Almería,2:0
40388,2004-2005,2,6,10/3/04,7:00 PM,CD Tenerife,Terrassa FC,2:1
40389,2004-2005,2,6,10/4/04,9:00 PM,Málaga B,Sporting Gijón,1:0
40390,2004-2005,2,7,10/9/04,6:30 PM,Recr. Huelva,Málaga B,0:1
40391,2004-2005,2,7,10/9/04,6:30 PM,UE Lleida,Elche CF,1:2
40392,2004-2005,2,7,10/9/04,6:30 PM,Celta de Vigo,Racing Ferrol,1:1
40393,2004-2005,2,7,10/9/04,7:30 PM,SD Eibar,Real Valladolid,2:0
40394,2004-2005,2,7,10/10/04,5:00 PM,Alavés,Pontevedra,3:2
40395,2004-2005,2,7,10/10/04,5:00 PM,UD Almería,Córdoba CF,2:0
40396,2004-2005,2,7,10/10/04,6:00 PM,Real Murcia,Cádiz CF,0:2
40397,2004-2005,2,7,10/10/04,6:00 PM,Terrassa FC,Ciudad Murcia,0:1
40398,2004-2005,2,7,10/10/04,6:00 PM,Sporting Gijón,UD Salamanca,1:2
40399,2004-2005,2,7,10/10/04,6:00 PM,Gimnàstic,Poli Ejido,1:4
40400,2004-2005,2,7,10/10/04,8:30 PM,Xerez CD,CD Tenerife,1:1
40401,2004-2005,2,8,10/17/04,,UD Salamanca,Recr. Huelva,1:0
40402,2004-2005,2,8,10/17/04,,Racing Ferrol,Alavés,2:1
40403,2004-2005,2,8,10/17/04,,Elche CF,UD Almería,0:0
40404,2004-2005,2,8,10/17/04,,Cádiz CF,Celta de Vigo,2:0
40405,2004-2005,2,8,10/17/04,,Real Valladolid,UE Lleida,1:1
40406,2004-2005,2,8,10/17/04,,Ciudad Murcia,Xerez CD,0:2
40407,2004-2005,2,8,10/17/04,,Málaga B,Real Murcia,0:2
40408,2004-2005,2,8,10/17/04,,Pontevedra,Terrassa FC,3:3
40409,2004-2005,2,8,10/17/04,,Poli Ejido,Sporting Gijón,1:1
40410,2004-2005,2,8,10/17/04,,CD Tenerife,SD Eibar,1:1
40411,2004-2005,2,8,10/17/04,,Córdoba CF,Gimnàstic,2:0
40412,2004-2005,2,9,10/24/04,,Alavés,Terrassa FC,4:1
40413,2004-2005,2,9,10/24/04,,Racing Ferrol,Cádiz CF,1:1
40414,2004-2005,2,9,10/24/04,,Xerez CD,Pontevedra,1:0
40415,2004-2005,2,9,10/24/04,,SD Eibar,Ciudad Murcia,3:2
40416,2004-2005,2,9,10/24/04,,Real Murcia,UD Salamanca,0:0
40417,2004-2005,2,9,10/24/04,,Sporting Gijón,Córdoba CF,3:1
40418,2004-2005,2,9,10/24/04,,Recr. Huelva,Poli Ejido,1:1
40419,2004-2005,2,9,10/24/04,,UE Lleida,CD Tenerife,1:1
40420,2004-2005,2,9,10/24/04,,UD Almería,Real Valladolid,0:0
40421,2004-2005,2,9,10/24/04,,Gimnàstic,Elche CF,2:0
40422,2004-2005,2,9,10/24/04,,Celta de Vigo,Málaga B,0:0
40423,2004-2005,2,10,10/31/04,,UD Salamanca,Celta de Vigo,0:1
40424,2004-2005,2,10,10/31/04,,Elche CF,Sporting Gijón,4:0
40425,2004-2005,2,10,10/31/04,,Terrassa FC,Xerez CD,0:1
40426,2004-2005,2,10,10/31/04,,Cádiz CF,Alavés,0:1
40427,2004-2005,2,10,10/31/04,,Real Valladolid,Gimnàstic,1:0
40428,2004-2005,2,10,10/31/04,,Ciudad Murcia,UE Lleida,1:2
40429,2004-2005,2,10,10/31/04,,Málaga B,Racing Ferrol,1:1
40430,2004-2005,2,10,10/31/04,,Pontevedra,SD Eibar,2:3
40431,2004-2005,2,10,10/31/04,,Poli Ejido,Real Murcia,1:1
40432,2004-2005,2,10,10/31/04,,CD Tenerife,UD Almería,1:3
40433,2004-2005,2,10,10/31/04,,Córdoba CF,Recr. Huelva,0:2
40434,2004-2005,2,11,11/7/04,,Alavés,Xerez CD,2:0
40435,2004-2005,2,11,11/7/04,,Racing Ferrol,UD Salamanca,2:1
40436,2004-2005,2,11,11/7/04,,SD Eibar,Terrassa FC,1:0
40437,2004-2005,2,11,11/7/04,,Real Murcia,Córdoba CF,1:0
40438,2004-2005,2,11,11/7/04,,Sporting Gijón,Real Valladolid,1:1
40439,2004-2005,2,11,11/7/04,,Cádiz CF,Málaga B,4:0
40440,2004-2005,2,11,11/7/04,,Recr. Huelva,Elche CF,2:1
40441,2004-2005,2,11,11/7/04,,UE Lleida,Pontevedra,3:0
40442,2004-2005,2,11,11/7/04,,UD Almería,Ciudad Murcia,0:0
40443,2004-2005,2,11,11/7/04,,Gimnàstic,CD Tenerife,1:0
40444,2004-2005,2,11,11/7/04,,Celta de Vigo,Poli Ejido,1:0
40445,2004-2005,2,12,11/14/04,,UD Salamanca,Cádiz CF,1:3
40446,2004-2005,2,12,11/14/04,,Xerez CD,SD Eibar,0:3
40447,2004-2005,2,12,11/14/04,,Elche CF,Real Murcia,1:0
40448,2004-2005,2,12,11/14/04,,Terrassa FC,UE Lleida,3:0
40449,2004-2005,2,12,11/14/04,,Real Valladolid,Recr. Huelva,1:0
40450,2004-2005,2,12,11/14/04,,Ciudad Murcia,Gimnàstic,1:1
40451,2004-2005,2,12,11/14/04,,Málaga B,Alavés,0:0
40452,2004-2005,2,12,11/14/04,,Pontevedra,UD Almería,0:2
40453,2004-2005,2,12,11/14/04,,Poli Ejido,Racing Ferrol,0:0
40454,2004-2005,2,12,11/14/04,,CD Tenerife,Sporting Gijón,1:0
40455,2004-2005,2,12,11/14/04,,Córdoba CF,Celta de Vigo,0:1
40456,2004-2005,2,13,11/21/04,,Alavés,SD Eibar,0:2
40457,2004-2005,2,13,11/21/04,,Racing Ferrol,Córdoba CF,0:0
40458,2004-2005,2,13,11/21/04,,Real Murcia,Real Valladolid,0:1
40459,2004-2005,2,13,11/21/04,,Sporting Gijón,Ciudad Murcia,2:2
40460,2004-2005,2,13,11/21/04,,Cádiz CF,Poli Ejido,3:0
40461,2004-2005,2,13,11/21/04,,Recr. Huelva,CD Tenerife,0:0
40462,2004-2005,2,13,11/21/04,,UE Lleida,Xerez CD,1:1
40463,2004-2005,2,13,11/21/04,,UD Almería,Terrassa FC,2:2
40464,2004-2005,2,13,11/21/04,,Gimnàstic,Pontevedra,0:0
40465,2004-2005,2,13,11/21/04,,Málaga B,UD Salamanca,1:3
40466,2004-2005,2,13,11/21/04,,Celta de Vigo,Elche CF,2:2
40467,2004-2005,2,14,11/28/04,,UD Salamanca,Alavés,3:3
40468,2004-2005,2,14,11/28/04,,Xerez CD,UD Almería,1:1
40469,2004-2005,2,14,11/28/04,,Elche CF,Racing Ferrol,2:1
40470,2004-2005,2,14,11/28/04,,SD Eibar,UE Lleida,1:1
40471,2004-2005,2,14,11/28/04,,Terrassa FC,Gimnàstic,1:2
40472,2004-2005,2,14,11/28/04,,Real Valladolid,Celta de Vigo,3:3
40473,2004-2005,2,14,11/28/04,,Ciudad Murcia,Recr. Huelva,2:2
40474,2004-2005,2,14,11/28/04,,Pontevedra,Sporting Gijón,1:2
40475,2004-2005,2,14,11/28/04,,Poli Ejido,Málaga B,1:2
40476,2004-2005,2,14,11/28/04,,CD Tenerife,Real Murcia,2:1
40477,2004-2005,2,14,11/28/04,,Córdoba CF,Cádiz CF,0:2
40478,2004-2005,2,15,12/5/04,,UD Salamanca,Poli Ejido,1:1
40479,2004-2005,2,15,12/5/04,,Alavés,UE Lleida,2:0
40480,2004-2005,2,15,12/5/04,,Racing Ferrol,Real Valladolid,2:3
40481,2004-2005,2,15,12/5/04,,Real Murcia,Ciudad Murcia,2:2
40482,2004-2005,2,15,12/5/04,,Sporting Gijón,Terrassa FC,2:0
40483,2004-2005,2,15,12/5/04,,Cádiz CF,Elche CF,3:1
40484,2004-2005,2,15,12/5/04,,Recr. Huelva,Pontevedra,2:1
40485,2004-2005,2,15,12/5/04,,UD Almería,SD Eibar,2:1
40486,2004-2005,2,15,12/5/04,,Gimnàstic,Xerez CD,1:0
40487,2004-2005,2,15,12/5/04,,Málaga B,Córdoba CF,3:2
40488,2004-2005,2,15,12/5/04,,Celta de Vigo,CD Tenerife,1:1
40489,2004-2005,2,16,12/12/04,,Xerez CD,Sporting Gijón,1:0
40490,2004-2005,2,16,12/12/04,,Elche CF,Málaga B,2:1
40491,2004-2005,2,16,12/12/04,,SD Eibar,Gimnàstic,0:2
40492,2004-2005,2,16,12/12/04,,Terrassa FC,Recr. Huelva,1:0
40493,2004-2005,2,16,12/12/04,,UE Lleida,UD Almería,1:0
40494,2004-2005,2,16,12/12/04,,Real Valladolid,Cádiz CF,0:1
40495,2004-2005,2,16,12/12/04,,Ciudad Murcia,Celta de Vigo,2:2
40496,2004-2005,2,16,12/12/04,,Pontevedra,Real Murcia,0:1
40497,2004-2005,2,16,12/12/04,,Poli Ejido,Alavés,0:1
40498,2004-2005,2,16,12/12/04,,CD Tenerife,Racing Ferrol,1:1
40499,2004-2005,2,16,12/12/04,,Córdoba CF,UD Salamanca,0:0
40500,2004-2005,2,17,12/19/04,,UD Salamanca,Elche CF,2:0
40501,2004-2005,2,17,12/19/04,,Alavés,UD Almería,2:1
40502,2004-2005,2,17,12/19/04,,Racing Ferrol,Ciudad Murcia,4:0
40503,2004-2005,2,17,12/19/04,,Real Murcia,Terrassa FC,0:1
40504,2004-2005,2,17,12/19/04,,Sporting Gijón,SD Eibar,0:0
40505,2004-2005,2,17,12/19/04,,Cádiz CF,CD Tenerife,4:1
40506,2004-2005,2,17,12/19/04,,Recr. Huelva,Xerez CD,1:0
40507,2004-2005,2,17,12/19/04,,Gimnàstic,UE Lleida,2:1
40508,2004-2005,2,17,12/19/04,,Málaga B,Real Valladolid,0:2
40509,2004-2005,2,17,12/19/04,,Poli Ejido,Córdoba CF,2:0
40510,2004-2005,2,17,12/19/04,,Celta de Vigo,Pontevedra,2:0
40511,2004-2005,2,18,12/22/04,,Xerez CD,Real Murcia,0:1
40512,2004-2005,2,18,12/22/04,,Elche CF,Poli Ejido,3:1
40513,2004-2005,2,18,12/22/04,,SD Eibar,Recr. Huelva,1:2
40514,2004-2005,2,18,12/22/04,,Terrassa FC,Celta de Vigo,1:4
40515,2004-2005,2,18,12/22/04,,UE Lleida,Sporting Gijón,0:2
40516,2004-2005,2,18,12/22/04,,UD Almería,Gimnàstic,1:1
40517,2004-2005,2,18,12/22/04,,Real Valladolid,UD Salamanca,3:2
40518,2004-2005,2,18,12/22/04,,Ciudad Murcia,Cádiz CF,0:0
40519,2004-2005,2,18,12/22/04,,Pontevedra,Racing Ferrol,1:1
40520,2004-2005,2,18,12/22/04,,CD Tenerife,Málaga B,1:1
40521,2004-2005,2,18,12/22/04,,Córdoba CF,Alavés,1:2
40522,2004-2005,2,19,1/9/05,,UD Salamanca,CD Tenerife,4:5
40523,2004-2005,2,19,1/9/05,,Alavés,Gimnàstic,1:1
40524,2004-2005,2,19,1/9/05,,Racing Ferrol,Terrassa FC,3:0
40525,2004-2005,2,19,1/9/05,,Real Murcia,SD Eibar,1:0
40526,2004-2005,2,19,1/9/05,,Sporting Gijón,UD Almería,1:0
40527,2004-2005,2,19,1/9/05,,Cádiz CF,Pontevedra,4:0
40528,2004-2005,2,19,1/9/05,,Recr. Huelva,UE Lleida,3:0
40529,2004-2005,2,19,1/9/05,,Málaga B,Ciudad Murcia,3:1
40530,2004-2005,2,19,1/9/05,,Poli Ejido,Real Valladolid,0:3
40531,2004-2005,2,19,1/9/05,,Celta de Vigo,Xerez CD,2:1
40532,2004-2005,2,19,1/9/05,,Córdoba CF,Elche CF,0:2
40533,2004-2005,2,20,1/16/05,,Alavés,Elche CF,1:0
40534,2004-2005,2,20,1/16/05,,Xerez CD,Racing Ferrol,2:2
40535,2004-2005,2,20,1/16/05,,SD Eibar,Celta de Vigo,2:1
40536,2004-2005,2,20,1/16/05,,Terrassa FC,Cádiz CF,3:2
40537,2004-2005,2,20,1/16/05,,UE Lleida,Real Murcia,5:1
40538,2004-2005,2,20,1/16/05,,UD Almería,Recr. Huelva,1:0
40539,2004-2005,2,20,1/16/05,,Real Valladolid,Córdoba CF,0:1
40540,2004-2005,2,20,1/16/05,,Ciudad Murcia,UD Salamanca,2:1
40541,2004-2005,2,20,1/16/05,,Gimnàstic,Sporting Gijón,1:0
40542,2004-2005,2,20,1/16/05,,Pontevedra,Málaga B,1:1
40543,2004-2005,2,20,1/16/05,,CD Tenerife,Poli Ejido,1:1
40544,2004-2005,2,21,1/23/05,,UD Salamanca,Pontevedra,2:0
40545,2004-2005,2,21,1/23/05,,Racing Ferrol,SD Eibar,0:1
40546,2004-2005,2,21,1/23/05,,Elche CF,Real Valladolid,3:2
40547,2004-2005,2,21,1/23/05,,Real Murcia,UD Almería,0:0
40548,2004-2005,2,21,1/23/05,,Sporting Gijón,Alavés,1:2
40549,2004-2005,2,21,1/23/05,,Cádiz CF,Xerez CD,0:1
40550,2004-2005,2,21,1/23/05,,Recr. Huelva,Gimnàstic,1:0
40551,2004-2005,2,21,1/23/05,,Málaga B,Terrassa FC,0:0
40552,2004-2005,2,21,1/23/05,,Poli Ejido,Ciudad Murcia,2:2
40553,2004-2005,2,21,1/23/05,,Celta de Vigo,UE Lleida,0:0
40554,2004-2005,2,21,1/23/05,,Córdoba CF,CD Tenerife,2:0
40555,2004-2005,2,22,1/30/05,,UD Salamanca,Terrassa FC,3:1
40556,2004-2005,2,22,1/30/05,,Racing Ferrol,UE Lleida,1:3
40557,2004-2005,2,22,1/30/05,,Elche CF,CD Tenerife,0:0
40558,2004-2005,2,22,1/30/05,,Real Murcia,Gimnàstic,1:0
40559,2004-2005,2,22,1/30/05,,Cádiz CF,SD Eibar,1:2
40560,2004-2005,2,22,1/30/05,,Recr. Huelva,Sporting Gijón,1:1
40561,2004-2005,2,22,1/30/05,,Real Valladolid,Alavés,1:0
40562,2004-2005,2,22,1/30/05,,Málaga B,Xerez CD,0:3
40563,2004-2005,2,22,1/30/05,,Poli Ejido,Pontevedra,1:0
40564,2004-2005,2,22,1/30/05,,Celta de Vigo,UD Almería,1:0
40565,2004-2005,2,22,1/30/05,,Córdoba CF,Ciudad Murcia,0:1
40566,2004-2005,2,23,2/6/05,,Alavés,Recr. Huelva,0:2
40567,2004-2005,2,23,2/6/05,,Xerez CD,UD Salamanca,1:0
40568,2004-2005,2,23,2/6/05,,SD Eibar,Málaga B,0:0
40569,2004-2005,2,23,2/6/05,,Terrassa FC,Poli Ejido,2:0
40570,2004-2005,2,23,2/6/05,,Sporting Gijón,Real Murcia,2:0
40571,2004-2005,2,23,2/6/05,,UE Lleida,Cádiz CF,1:3
40572,2004-2005,2,23,2/6/05,,UD Almería,Racing Ferrol,1:6
40573,2004-2005,2,23,2/6/05,,Ciudad Murcia,Elche CF,0:0
40574,2004-2005,2,23,2/6/05,,Gimnàstic,Celta de Vigo,0:2
40575,2004-2005,2,23,2/6/05,,Pontevedra,Córdoba CF,1:1
40576,2004-2005,2,23,2/6/05,,CD Tenerife,Real Valladolid,0:2
40577,2004-2005,2,24,2/13/05,,UD Salamanca,SD Eibar,1:2
40578,2004-2005,2,24,2/13/05,,Racing Ferrol,Gimnàstic,1:4
40579,2004-2005,2,24,2/13/05,,Elche CF,Pontevedra,2:0
40580,2004-2005,2,24,2/13/05,,Real Murcia,Recr. Huelva,1:3
40581,2004-2005,2,24,2/13/05,,Cádiz CF,UD Almería,2:1
40582,2004-2005,2,24,2/13/05,,Real Valladolid,Ciudad Murcia,2:1
40583,2004-2005,2,24,2/13/05,,Málaga B,UE Lleida,1:0
40584,2004-2005,2,24,2/13/05,,Poli Ejido,Xerez CD,0:0
40585,2004-2005,2,24,2/13/05,,CD Tenerife,Alavés,1:0
40586,2004-2005,2,24,2/13/05,,Celta de Vigo,Sporting Gijón,1:0
40587,2004-2005,2,24,2/13/05,,Córdoba CF,Terrassa FC,2:1
40588,2004-2005,2,25,2/20/05,,Alavés,Real Murcia,2:3
40589,2004-2005,2,25,2/20/05,,Xerez CD,Córdoba CF,1:1
40590,2004-2005,2,25,2/20/05,,SD Eibar,Poli Ejido,0:0
40591,2004-2005,2,25,2/20/05,,Terrassa FC,Elche CF,0:1
40592,2004-2005,2,25,2/20/05,,Sporting Gijón,Racing Ferrol,3:2
40593,2004-2005,2,25,2/20/05,,Recr. Huelva,Celta de Vigo,1:2
40594,2004-2005,2,25,2/20/05,,UE Lleida,UD Salamanca,2:1
40595,2004-2005,2,25,2/20/05,,UD Almería,Málaga B,0:1
40596,2004-2005,2,25,2/20/05,,Ciudad Murcia,CD Tenerife,0:1
40597,2004-2005,2,25,2/20/05,,Gimnàstic,Cádiz CF,1:1
40598,2004-2005,2,25,2/20/05,,Pontevedra,Real Valladolid,3:0
40599,2004-2005,2,26,2/27/05,,UD Salamanca,UD Almería,3:2
40600,2004-2005,2,26,2/27/05,,Racing Ferrol,Recr. Huelva,0:1
40601,2004-2005,2,26,2/27/05,,Elche CF,Xerez CD,1:2
40602,2004-2005,2,26,2/27/05,,Cádiz CF,Sporting Gijón,0:0
40603,2004-2005,2,26,2/27/05,,Real Valladolid,Terrassa FC,2:2
40604,2004-2005,2,26,2/27/05,,Ciudad Murcia,Alavés,2:0
40605,2004-2005,2,26,2/27/05,,Málaga B,Gimnàstic,0:1
40606,2004-2005,2,26,2/27/05,,Poli Ejido,UE Lleida,2:0
40607,2004-2005,2,26,2/27/05,,CD Tenerife,Pontevedra,0:0
40608,2004-2005,2,26,2/27/05,,Celta de Vigo,Real Murcia,1:0
40609,2004-2005,2,26,2/27/05,,Córdoba CF,SD Eibar,0:0
40610,2004-2005,2,27,3/6/05,,Alavés,Celta de Vigo,0:3
40611,2004-2005,2,27,3/6/05,,Xerez CD,Real Valladolid,0:0
40612,2004-2005,2,27,3/6/05,,SD Eibar,Elche CF,5:2
40613,2004-2005,2,27,3/6/05,,Real Murcia,Racing Ferrol,1:0
40614,2004-2005,2,27,3/6/05,,Terrassa FC,CD Tenerife,0:0
40615,2004-2005,2,27,3/6/05,,Sporting Gijón,Málaga B,2:0
40616,2004-2005,2,27,3/6/05,,Recr. Huelva,Cádiz CF,1:1
40617,2004-2005,2,27,3/6/05,,UE Lleida,Córdoba CF,1:2
40618,2004-2005,2,27,3/6/05,,UD Almería,Poli Ejido,1:1
40619,2004-2005,2,27,3/6/05,,Gimnàstic,UD Salamanca,2:0
40620,2004-2005,2,27,3/6/05,,Pontevedra,Ciudad Murcia,2:2
40621,2004-2005,2,28,3/13/05,,UD Salamanca,Sporting Gijón,2:1
40622,2004-2005,2,28,3/13/05,,Racing Ferrol,Celta de Vigo,1:2
40623,2004-2005,2,28,3/13/05,,Elche CF,UE Lleida,2:1
40624,2004-2005,2,28,3/13/05,,Cádiz CF,Real Murcia,0:1
40625,2004-2005,2,28,3/13/05,,Real Valladolid,SD Eibar,1:2
40626,2004-2005,2,28,3/13/05,,Ciudad Murcia,Terrassa FC,2:0
40627,2004-2005,2,28,3/13/05,,Málaga B,Recr. Huelva,0:1
40628,2004-2005,2,28,3/13/05,,Pontevedra,Alavés,1:3
40629,2004-2005,2,28,3/13/05,,Poli Ejido,Gimnàstic,1:0
40630,2004-2005,2,28,3/13/05,,CD Tenerife,Xerez CD,1:0
40631,2004-2005,2,28,3/13/05,,Córdoba CF,UD Almería,3:0
40632,2004-2005,2,29,3/20/05,,Alavés,Racing Ferrol,2:1
40633,2004-2005,2,29,3/20/05,,Xerez CD,Ciudad Murcia,3:5
40634,2004-2005,2,29,3/20/05,,SD Eibar,CD Tenerife,0:0
40635,2004-2005,2,29,3/20/05,,Real Murcia,Málaga B,0:1
40636,2004-2005,2,29,3/20/05,,Terrassa FC,Pontevedra,1:0
40637,2004-2005,2,29,3/20/05,,Sporting Gijón,Poli Ejido,1:0
40638,2004-2005,2,29,3/20/05,,Recr. Huelva,UD Salamanca,0:0
40639,2004-2005,2,29,3/20/05,,UE Lleida,Real Valladolid,2:0
40640,2004-2005,2,29,3/20/05,,UD Almería,Elche CF,2:2
40641,2004-2005,2,29,3/20/05,,Gimnàstic,Córdoba CF,1:1
40642,2004-2005,2,29,3/20/05,,Celta de Vigo,Cádiz CF,0:2
40643,2004-2005,2,30,3/26/05,6:30 PM,Terrassa FC,Alavés,0:2
40644,2004-2005,2,30,3/26/05,6:30 PM,Málaga B,Celta de Vigo,0:1
40645,2004-2005,2,30,3/27/05,5:00 PM,Cádiz CF,Racing Ferrol,2:0
40646,2004-2005,2,30,3/27/05,6:00 PM,UD Salamanca,Real Murcia,3:1
40647,2004-2005,2,30,3/27/05,6:00 PM,Real Valladolid,UD Almería,0:1
40648,2004-2005,2,30,3/27/05,6:00 PM,Pontevedra,Xerez CD,2:1
40649,2004-2005,2,30,3/27/05,6:00 PM,Poli Ejido,Recr. Huelva,1:0
40650,2004-2005,2,30,3/27/05,6:30 PM,Córdoba CF,Sporting Gijón,0:0
40651,2004-2005,2,30,3/27/05,8:00 PM,Ciudad Murcia,SD Eibar,1:1
40652,2004-2005,2,30,3/27/05,8:00 PM,CD Tenerife,UE Lleida,1:1
40653,2004-2005,2,30,3/27/05,8:30 PM,Elche CF,Gimnàstic,3:3
40654,2004-2005,2,31,4/2/05,6:30 PM,Xerez CD,Terrassa FC,0:0
40655,2004-2005,2,31,4/2/05,6:30 PM,UD Almería,CD Tenerife,0:1
40656,2004-2005,2,31,4/2/05,6:30 PM,Celta de Vigo,UD Salamanca,2:0
40657,2004-2005,2,31,4/3/05,12:00 PM,Alavés,Cádiz CF,1:3
40658,2004-2005,2,31,4/3/05,5:00 PM,Racing Ferrol,Málaga B,1:0
40659,2004-2005,2,31,4/3/05,6:00 PM,SD Eibar,Pontevedra,1:2
40660,2004-2005,2,31,4/3/05,6:00 PM,Real Murcia,Poli Ejido,3:3
40661,2004-2005,2,31,4/3/05,6:00 PM,Sporting Gijón,Elche CF,3:1
40662,2004-2005,2,31,4/3/05,6:00 PM,Recr. Huelva,Córdoba CF,3:1
40663,2004-2005,2,31,4/3/05,6:00 PM,UE Lleida,Ciudad Murcia,0:0
40664,2004-2005,2,31,4/3/05,6:00 PM,Gimnàstic,Real Valladolid,0:1
40665,2004-2005,2,32,4/9/05,6:30 PM,UD Salamanca,Racing Ferrol,0:2
40666,2004-2005,2,32,4/9/05,6:30 PM,Málaga B,Cádiz CF,1:1
40667,2004-2005,2,32,4/9/05,6:30 PM,CD Tenerife,Gimnàstic,0:0
40668,2004-2005,2,32,4/9/05,7:00 PM,Córdoba CF,Real Murcia,1:1
40669,2004-2005,2,32,4/10/05,12:00 PM,Elche CF,Recr. Huelva,0:1
40670,2004-2005,2,32,4/10/05,12:00 PM,Terrassa FC,SD Eibar,2:3
40671,2004-2005,2,32,4/10/05,12:00 PM,Poli Ejido,Celta de Vigo,0:3
40672,2004-2005,2,32,4/10/05,5:00 PM,Xerez CD,Alavés,0:1
40673,2004-2005,2,32,4/10/05,5:00 PM,Real Valladolid,Sporting Gijón,2:0
40674,2004-2005,2,32,4/10/05,5:00 PM,Ciudad Murcia,UD Almería,0:1
40675,2004-2005,2,32,4/10/05,5:00 PM,Pontevedra,UE Lleida,5:0
40676,2004-2005,2,33,4/17/05,,Alavés,Málaga B,3:1
40677,2004-2005,2,33,4/17/05,,Racing Ferrol,Poli Ejido,2:0
40678,2004-2005,2,33,4/17/05,,SD Eibar,Xerez CD,0:0
40679,2004-2005,2,33,4/17/05,,Real Murcia,Elche CF,1:0
40680,2004-2005,2,33,4/17/05,,Sporting Gijón,CD Tenerife,1:1
40681,2004-2005,2,33,4/17/05,,Cádiz CF,UD Salamanca,0:0
40682,2004-2005,2,33,4/17/05,,Recr. Huelva,Real Valladolid,2:0
40683,2004-2005,2,33,4/17/05,,UE Lleida,Terrassa FC,4:2
40684,2004-2005,2,33,4/17/05,,UD Almería,Pontevedra,1:0
40685,2004-2005,2,33,4/17/05,,Gimnàstic,Ciudad Murcia,0:0
40686,2004-2005,2,33,4/17/05,,Celta de Vigo,Córdoba CF,0:1
40687,2004-2005,2,34,4/24/05,,UD Salamanca,Málaga B,1:2
40688,2004-2005,2,34,4/24/05,,Xerez CD,UE Lleida,0:0
40689,2004-2005,2,34,4/24/05,,Elche CF,Celta de Vigo,0:1
40690,2004-2005,2,34,4/24/05,,SD Eibar,Alavés,1:2
40691,2004-2005,2,34,4/24/05,,Terrassa FC,UD Almería,1:1
40692,2004-2005,2,34,4/24/05,,Real Valladolid,Real Murcia,0:2
40693,2004-2005,2,34,4/24/05,,Ciudad Murcia,Sporting Gijón,0:2
40694,2004-2005,2,34,4/24/05,,Pontevedra,Gimnàstic,3:1
40695,2004-2005,2,34,4/24/05,,Poli Ejido,Cádiz CF,0:0
40696,2004-2005,2,34,4/24/05,,CD Tenerife,Recr. Huelva,2:0
40697,2004-2005,2,34,4/24/05,,Córdoba CF,Racing Ferrol,1:2
40698,2004-2005,2,35,5/1/05,,Alavés,UD Salamanca,2:1
